,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2013-10-17 to 2013-10-30,,,,4.04360941960743,,,,,,,,,,
2013-10-18 to 2013-10-31,,,,2.713742892775947,,,,,,,,,,
2013-10-19 to 2013-11-01,,,,-0.25508893912970304,,,,,,,,,,
2013-10-20 to 2013-11-02,,,,-0.25508893912970304,,,,,,,,,,
2013-10-21 to 2013-11-03,,,,-0.25508893912970304,,,,,,,,,,
2013-10-22 to 2013-11-04,,,,1.3233566916554158,,,,,,,,,,
2013-10-23 to 2013-11-05,,,,0.09334056994123174,,,,,,,,,,
2013-10-24 to 2013-11-06,,,,-1.4943706234054939,,,,,,,,,,
2013-10-25 to 2013-11-07,,,,-1.9921201043352241,,,,,,,,,,
2013-10-26 to 2013-11-08,,,,-1.1853353574207133,,,,,,,,,,
2013-10-27 to 2013-11-09,,,,-1.1853353574207133,,,,,,,,,,
2013-10-28 to 2013-11-10,,,,-1.1853353574207133,,,,,,,,,,
2013-10-29 to 2013-11-11,,,,1.0452401779039364,,,,,,,,,,
2013-10-30 to 2013-11-12,,,,-0.35317519147103216,,,,,,,,,,
2013-10-31 to 2013-11-13,,,,0.18551892665824685,,,,,,,,,,
2013-11-01 to 2013-11-14,,,,2.1563451886700413,,,,,,,,,,
2013-11-02 to 2013-11-15,,,,0.24779088412908806,,,,,,,,,,
2013-11-03 to 2013-11-16,,,,0.24779088412908806,,,,,,,,,,
2013-11-04 to 2013-11-17,,,,0.24779088412908806,,,,,,,,,,
2013-11-05 to 2013-11-18,,,,-0.7216099451148714,,,,,,,,,,
2013-11-06 to 2013-11-19,,,,-0.2630140869414108,,,,,,,,,,
2013-11-07 to 2013-11-20,,,,0.48976157836286294,,,,,,,,,,
2013-11-08 to 2013-11-21,,,,0.11140572255621833,,,,,,,,,,
2013-11-09 to 2013-11-22,,,,0.1444858932311334,,,,,,,,,,
2013-11-10 to 2013-11-23,,,,0.1444858932311334,,,,,,,,,,
2013-11-11 to 2013-11-24,,,,0.1444858932311334,,,,,,,,,,
2013-11-12 to 2013-11-25,,,,0.7172767171783141,,,,,,,,,,
2013-11-13 to 2013-11-26,,,,2.4527607350477836,,,,,,,,,,
2013-11-14 to 2013-11-27,,,,3.370190642487177,,,,,,,,,,
2013-11-15 to 2013-11-28,,,,3.994341190431683,,,,,,,,,,
2013-11-16 to 2013-11-29,,,,7.218970913231845,,,,,,,,,,
2013-11-17 to 2013-11-30,,,,7.218970913231845,,,,,,,,,,
2013-11-18 to 2013-12-01,,,,7.218970913231845,,,,,,,,,,
2013-11-19 to 2013-12-02,,,,6.097602442183285,,,,,,,,,,
2013-11-20 to 2013-12-03,,,,9.965044063972957,,,,,,,,,,
2013-11-21 to 2013-12-04,,,,8.416173165622077,,,,,,,,,,
2013-11-22 to 2013-12-05,,,,9.253573183968903,,,,,,,,,,
2013-11-23 to 2013-12-06,,,,6.927117790848176,,,,,,,,,,
2013-11-24 to 2013-12-07,,,,6.927117790848176,,,,,,,,,,
2013-11-25 to 2013-12-08,,,,6.927117790848176,,,,,,,,,,
2013-11-26 to 2013-12-09,,,,6.192425249685448,,,,,,,,,,
2013-11-27 to 2013-12-10,,,,3.588174109732076,,,,,,,,,,
2013-11-28 to 2013-12-11,,,,0.951330943101558,,,,,,,,,,
2013-11-29 to 2013-12-12,,,,0.803843972961343,,,,,,,,,,
2013-11-30 to 2013-12-13,,,,0.5805292451650007,,,,,,,,,,
2013-12-01 to 2013-12-14,,,,0.5805292451650007,,,,,,,,,,
2013-12-02 to 2013-12-15,,,,0.5805292451650007,,,,,,,,,,
2013-12-03 to 2013-12-16,,,,-1.5574423300579872,,,,,,,,,,
2013-12-04 to 2013-12-17,,,,-1.7716828750080595,,,,,,,,,,
2013-12-05 to 2013-12-18,,,,-3.0163816185447168,,,,,,,,,,
2013-12-06 to 2013-12-19,,,,-2.7784951027432947,,,,,,,,,,
2013-12-07 to 2013-12-20,,,,-3.0736692265161936,,,,,,,,,,
2013-12-08 to 2013-12-21,,,,-3.0736692265161936,,,,,,,,,,
2013-12-09 to 2013-12-22,,,,-3.0736692265161936,,,,,,,,,,
2013-12-10 to 2013-12-23,,,,0.8027350618841143,,,,,,,,,,
2013-12-11 to 2013-12-24,,,,1.1240676176850528,,,,,,,,,,
2013-12-12 to 2013-12-25,,,,1.27202310979096,,,,,,,,,,
2013-12-13 to 2013-12-26,,,,1.7080446259414683,,,,,,,,,,
2013-12-14 to 2013-12-27,,,,0.4645894505698154,,,,,,,,,,
2013-12-15 to 2013-12-28,,,,0.4645894505698154,,,,,,,,,,
2013-12-16 to 2013-12-29,,,,0.4645894505698154,,,,,,,,,,
2013-12-17 to 2013-12-30,,,,-0.08468220245730958,,,,,,,,,,
2013-12-18 to 2013-12-31,,,,1.861045916166552,,,,,,,,,,
2013-12-19 to 2014-01-01,,,,3.0415736708289716,,,,,,,,,,
2013-12-20 to 2014-01-02,,,,2.1857229260630726,,,,,,,,,,
2013-12-21 to 2014-01-03,,,,-1.5909540188985094,,,,,,,,,,
2013-12-22 to 2014-01-04,,,,-1.5909540188985094,,,,,,,,,,
2013-12-23 to 2014-01-05,,,,-1.5909540188985094,,,,,,,,,,
2013-12-24 to 2014-01-06,,,,-1.171473924226243,,,,,,,,,,
2013-12-25 to 2014-01-07,,,,-0.5107165566322178,,,,,,,,,,
2013-12-26 to 2014-01-08,,,,-0.5107165566322178,,,,,,,,,,
2013-12-27 to 2014-01-09,,,,0.16606023718726937,,,,,,,,,,
2013-12-28 to 2014-01-10,,,,1.1722084304003442,,,,,,,,,,
2013-12-29 to 2014-01-11,,,,1.1722084304003442,,,,,,,,,,
2013-12-30 to 2014-01-12,,,,1.1722084304003442,,,,,,,,,,
2013-12-31 to 2014-01-13,,,,0.0,,,,,,,,,,
2014-01-01 to 2014-01-14,,,,,-1.2185677451243413,,,,,,,,,
2014-01-02 to 2014-01-15,,,,,0.7646802798765286,,,,,,,,,
2014-01-03 to 2014-01-16,,,,,2.453001497992973,,,,,,,,,
2014-01-04 to 2014-01-17,,,,,-0.5993743740184346,,,,,,,,,
2014-01-05 to 2014-01-18,,,,,-0.5993743740184346,,,,,,,,,
2014-01-06 to 2014-01-19,,,,,-0.5993743740184346,,,,,,,,,
2014-01-07 to 2014-01-20,,,,,0.11660302024044339,,,,,,,,,
2014-01-08 to 2014-01-21,,,,,1.0323092217568794,,,,,,,,,
2014-01-09 to 2014-01-22,,,,,2.7939085801057506,,,,,,,,,
2014-01-10 to 2014-01-23,,,,,4.360701733049142,,,,,,,,,
2014-01-11 to 2014-01-24,,,,,1.930064128520391,,,,,,,,,
2014-01-12 to 2014-01-25,,,,,1.930064128520391,,,,,,,,,
2014-01-13 to 2014-01-26,,,,,1.930064128520391,,,,,,,,,
2014-01-14 to 2014-01-27,,,,,0.75222775141766,,,,,,,,,
2014-01-15 to 2014-01-28,,,,,-9.125140705378922,,,,,,,,,
2014-01-16 to 2014-01-29,,,,,-9.652708847687212,,,,,,,,,
2014-01-17 to 2014-01-30,,,,,-7.562791963773366,,,,,,,,,
2014-01-18 to 2014-01-31,,,,,-8.827649767744667,,,,,,,,,
2014-01-19 to 2014-02-01,,,,,-8.827649767744667,,,,,,,,,
2014-01-20 to 2014-02-02,,,,,-8.827649767744667,,,,,,,,,
2014-01-21 to 2014-02-03,,,,,-8.658284439225522,,,,,,,,,
2014-01-22 to 2014-02-04,,,,,-7.746005703045748,,,,,,,,,
2014-01-23 to 2014-02-05,,,,,-7.837389601041307,,,,,,,,,
2014-01-24 to 2014-02-06,,,,,-5.583968867844965,,,,,,,,,
2014-01-25 to 2014-02-07,,,,,-5.0334807744487335,,,,,,,,,
2014-01-26 to 2014-02-08,,,,,-5.0334807744487335,,,,,,,,,
2014-01-27 to 2014-02-09,,,,,-5.0334807744487335,,,,,,,,,
2014-01-28 to 2014-02-10,,,,,5.065428770666512,,,,,,,,,
2014-01-29 to 2014-02-11,,,,,7.672148968607378,,,,,,,,,
2014-01-30 to 2014-02-12,,,,,7.8730578684047785,,,,,,,,,
2014-01-31 to 2014-02-13,,,,,9.406495512698006,,,,,,,,,
2014-02-01 to 2014-02-14,,,,,9.115330900670646,,,,,,,,,
2014-02-02 to 2014-02-15,,,,,9.115330900670646,,,,,,,,,
2014-02-03 to 2014-02-16,,,,,9.115330900670646,,,,,,,,,
2014-02-04 to 2014-02-17,,,,,7.55836489863275,,,,,,,,,
2014-02-05 to 2014-02-18,,,,,7.1535368254998595,,,,,,,,,
2014-02-06 to 2014-02-19,,,,,4.850656727580787,,,,,,,,,
2014-02-07 to 2014-02-20,,,,,2.207152887317945,,,,,,,,,
2014-02-08 to 2014-02-21,,,,,-0.7070293696959776,,,,,,,,,
2014-02-09 to 2014-02-22,,,,,-0.7070293696959776,,,,,,,,,
2014-02-10 to 2014-02-23,,,,,-0.7070293696959776,,,,,,,,,
2014-02-11 to 2014-02-24,,,,,-1.569167115778104,,,,,,,,,
2014-02-12 to 2014-02-25,,,,,-2.5862612498093256,,,,,,,,,
2014-02-13 to 2014-02-26,,,,,-4.974037017201693,,,,,,,,,
2014-02-14 to 2014-02-27,,,,,-3.0000617805144256,,,,,,,,,
2014-02-15 to 2014-02-28,,,,,-3.6172797169260966,,,,,,,,,
2014-02-16 to 2014-03-01,,,,,-3.6172797169260966,,,,,,,,,
2014-02-17 to 2014-03-02,,,,,-3.6172797169260966,,,,,,,,,
2014-02-18 to 2014-03-03,,,,,-3.338899459698302,,,,,,,,,
2014-02-19 to 2014-03-04,,,,,-1.1407137608316704,,,,,,,,,
2014-02-20 to 2014-03-05,,,,,0.22777492886522505,,,,,,,,,
2014-02-21 to 2014-03-06,,,,,1.0471480034277383,,,,,,,,,
2014-02-22 to 2014-03-07,,,,,0.5478007962877555,,,,,,,,,
2014-02-23 to 2014-03-08,,,,,0.5478007962877555,,,,,,,,,
2014-02-24 to 2014-03-09,,,,,0.5478007962877555,,,,,,,,,
2014-02-25 to 2014-03-10,,,,,1.697187720312873,,,,,,,,,
2014-02-26 to 2014-03-11,,,,,3.6223274225916007,,,,,,,,,
2014-02-27 to 2014-03-12,,,,,1.6942457614018605,,,,,,,,,
2014-02-28 to 2014-03-13,,,,,0.8380383908760738,,,,,,,,,
2014-03-01 to 2014-03-14,,,,,-0.5816833983638605,,,,,,,,,
2014-03-02 to 2014-03-15,,,,,-0.5816833983638605,,,,,,,,,
2014-03-03 to 2014-03-16,,,,,-0.5816833983638605,,,,,,,,,
2014-03-04 to 2014-03-17,,,,,-0.8470778930258246,,,,,,,,,
2014-03-05 to 2014-03-18,,,,,-0.1803248349486888,,,,,,,,,
2014-03-06 to 2014-03-19,,,,,0.09608922995127082,,,,,,,,,
2014-03-07 to 2014-03-20,,,,,-0.3280039727614688,,,,,,,,,
2014-03-08 to 2014-03-21,,,,,0.36725067039585946,,,,,,,,,
2014-03-09 to 2014-03-22,,,,,0.36725067039585946,,,,,,,,,
2014-03-10 to 2014-03-23,,,,,0.36725067039585946,,,,,,,,,
2014-03-11 to 2014-03-24,,,,,0.5782361104616107,,,,,,,,,
2014-03-12 to 2014-03-25,,,,,1.5616808000232918,,,,,,,,,
2014-03-13 to 2014-03-26,,,,,1.7205055458545484,,,,,,,,,
2014-03-14 to 2014-03-27,,,,,2.4338182357884834,,,,,,,,,
2014-03-15 to 2014-03-28,,,,,1.921250801282788,,,,,,,,,
2014-03-16 to 2014-03-29,,,,,1.921250801282788,,,,,,,,,
2014-03-17 to 2014-03-30,,,,,1.921250801282788,,,,,,,,,
2014-03-18 to 2014-03-31,,,,,1.0049337337205932,,,,,,,,,
2014-03-19 to 2014-04-01,,,,,1.955741992196227,,,,,,,,,
2014-03-20 to 2014-04-02,,,,,2.619632895418328,,,,,,,,,
2014-03-21 to 2014-04-03,,,,,1.1109823200125457,,,,,,,,,
2014-03-22 to 2014-04-04,,,,,-1.3668459501295407,,,,,,,,,
2014-03-23 to 2014-04-05,,,,,-1.3668459501295407,,,,,,,,,
2014-03-24 to 2014-04-06,,,,,-1.3668459501295407,,,,,,,,,
2014-03-25 to 2014-04-07,,,,,-3.948719162402467,,,,,,,,,
2014-03-26 to 2014-04-08,,,,,-3.027173764277153,,,,,,,,,
2014-03-27 to 2014-04-09,,,,,-1.328453878117951,,,,,,,,,
2014-03-28 to 2014-04-10,,,,,-2.4923319414104266,,,,,,,,,
2014-03-29 to 2014-04-11,,,,,-3.1914917621235035,,,,,,,,,
2014-03-30 to 2014-04-12,,,,,-3.1914917621235035,,,,,,,,,
2014-03-31 to 2014-04-13,,,,,-3.1914917621235035,,,,,,,,,
2014-04-01 to 2014-04-14,,,,,-3.6868906566997284,,,,,,,,,
2014-04-02 to 2014-04-15,,,,,-4.532304660591122,,,,,,,,,
2014-04-03 to 2014-04-16,,,,,-3.6712153376257537,,,,,,,,,
2014-04-04 to 2014-04-17,,,,,-1.2937402497232262,,,,,,,,,
2014-04-05 to 2014-04-18,,,,,0.2807780949590314,,,,,,,,,
2014-04-06 to 2014-04-19,,,,,0.2807780949590314,,,,,,,,,
2014-04-07 to 2014-04-20,,,,,0.2807780949590314,,,,,,,,,
2014-04-08 to 2014-04-21,,,,,1.4767956651815994,,,,,,,,,
2014-04-09 to 2014-04-22,,,,,0.260171851586603,,,,,,,,,
2014-04-10 to 2014-04-23,,,,,0.24262233867621488,,,,,,,,,
2014-04-11 to 2014-04-24,,,,,9.268474483987989,,,,,,,,,
2014-04-12 to 2014-04-25,,,,,9.634278116896027,,,,,,,,,
2014-04-13 to 2014-04-26,,,,,9.634278116896027,,,,,,,,,
2014-04-14 to 2014-04-27,,,,,9.634278116896027,,,,,,,,,
2014-04-15 to 2014-04-28,,,,,14.698047292132701,,,,,,,,,
2014-04-16 to 2014-04-29,,,,,14.126947754353806,,,,,,,,,
2014-04-17 to 2014-04-30,,,,,12.41105336008207,,,,,,,,,
2014-04-18 to 2014-05-01,,,,,11.354196924931838,,,,,,,,,
2014-04-19 to 2014-05-02,,,,,11.561271761440302,,,,,,,,,
2014-04-20 to 2014-05-03,,,,,11.561271761440302,,,,,,,,,
2014-04-21 to 2014-05-04,,,,,11.561271761440302,,,,,,,,,
2014-04-22 to 2014-05-05,,,,,13.026154216556812,,,,,,,,,
2014-04-23 to 2014-05-06,,,,,13.274934410839997,,,,,,,,,
2014-04-24 to 2014-05-07,,,,,4.325713477582087,,,,,,,,,
2014-04-25 to 2014-05-08,,,,,3.3804514799976837,,,,,,,,,
2014-04-26 to 2014-05-09,,,,,-0.8886973532336523,,,,,,,,,
2014-04-27 to 2014-05-10,,,,,-0.8886973532336523,,,,,,,,,
2014-04-28 to 2014-05-11,,,,,-0.8886973532336523,,,,,,,,,
2014-04-29 to 2014-05-12,,,,,0.6434054114508907,,,,,,,,,
2014-04-30 to 2014-05-13,,,,,1.1838727318085203,,,,,,,,,
2014-05-01 to 2014-05-14,,,,,0.9648467673696836,,,,,,,,,
2014-05-02 to 2014-05-15,,,,,-0.07955381194582493,,,,,,,,,
2014-05-03 to 2014-05-16,,,,,-0.01873196204757374,,,,,,,,,
2014-05-04 to 2014-05-17,,,,,-0.01873196204757374,,,,,,,,,
2014-05-05 to 2014-05-18,,,,,-0.01873196204757374,,,,,,,,,
2014-05-06 to 2014-05-19,,,,,2.2806935865947695,,,,,,,,,
2014-05-07 to 2014-05-20,,,,,2.660263009443551,,,,,,,,,
2014-05-08 to 2014-05-21,,,,,3.1156777407902942,,,,,,,,,
2014-05-09 to 2014-05-22,,,,,3.7111243846913937,,,,,,,,,
2014-05-10 to 2014-05-23,,,,,3.5929000131848423,,,,,,,,,
2014-05-11 to 2014-05-24,,,,,3.5929000131848423,,,,,,,,,
2014-05-12 to 2014-05-25,,,,,3.5929000131848423,,,,,,,,,
2014-05-13 to 2014-05-26,,,,,3.430682799872374,,,,,,,,,
2014-05-14 to 2014-05-27,,,,,5.3479509238982965,,,,,,,,,
2014-05-15 to 2014-05-28,,,,,5.976379324944744,,,,,,,,,
2014-05-16 to 2014-05-29,,,,,6.337930864195042,,,,,,,,,
2014-05-17 to 2014-05-30,,,,,4.6990898236968555,,,,,,,,,
2014-05-18 to 2014-05-31,,,,,4.6990898236968555,,,,,,,,,
2014-05-19 to 2014-06-01,,,,,4.6990898236968555,,,,,,,,,
2014-05-20 to 2014-06-02,,,,,3.95890387904864,,,,,,,,,
2014-05-21 to 2014-06-03,,,,,5.150813622741928,,,,,,,,,
2014-05-22 to 2014-06-04,,,,,6.183433272877099,,,,,,,,,
2014-05-23 to 2014-06-05,,,,,5.409288918026512,,,,,,,,,
2014-05-24 to 2014-06-06,,,,,3.1871966956830082,,,,,,,,,
2014-05-25 to 2014-06-07,,,,,3.1871966956830082,,,,,,,,,
2014-05-26 to 2014-06-08,,,,,3.1871966956830082,,,,,,,,,
2014-05-27 to 2014-06-09,,,,,4.838325287569405,,,,,,,,,
2014-05-28 to 2014-06-10,,,,,5.727466864149551,,,,,,,,,
2014-05-29 to 2014-06-11,,,,,3.4058503338047794,,,,,,,,,
2014-05-30 to 2014-06-12,,,,,2.0584190504530757,,,,,,,,,
2014-05-31 to 2014-06-13,,,,,1.6399777345039799,,,,,,,,,
2014-06-01 to 2014-06-14,,,,,1.6399777345039799,,,,,,,,,
2014-06-02 to 2014-06-15,,,,,1.6399777345039799,,,,,,,,,
2014-06-03 to 2014-06-16,,,,,1.2329065496336296,,,,,,,,,
2014-06-04 to 2014-06-17,,,,,-0.040343690891123024,,,,,,,,,
2014-06-05 to 2014-06-18,,,,,-0.3228742984653773,,,,,,,,,
2014-06-06 to 2014-06-19,,,,,-0.3950022228552804,,,,,,,,,
2014-06-07 to 2014-06-20,,,,,-2.9775558858085303,,,,,,,,,
2014-06-08 to 2014-06-21,,,,,-2.9775558858085303,,,,,,,,,
2014-06-09 to 2014-06-22,,,,,-2.9775558858085303,,,,,,,,,
2014-06-10 to 2014-06-23,,,,,-3.6286406227281116,,,,,,,,,
2014-06-11 to 2014-06-24,,,,,-3.8141947646075107,,,,,,,,,
2014-06-12 to 2014-06-25,,,,,-2.091231024219332,,,,,,,,,
2014-06-13 to 2014-06-26,,,,,-0.4162882741872431,,,,,,,,,
2014-06-14 to 2014-06-27,,,,,-0.2386256283458322,,,,,,,,,
2014-06-15 to 2014-06-28,,,,,-0.2386256283458322,,,,,,,,,
2014-06-16 to 2014-06-29,,,,,-0.2386256283458322,,,,,,,,,
2014-06-17 to 2014-06-30,,,,,0.9230662294087059,,,,,,,,,
2014-06-18 to 2014-07-01,,,,,1.453707060794873,,,,,,,,,
2014-06-19 to 2014-07-02,,,,,1.7635253462694673,,,,,,,,,
2014-06-20 to 2014-07-03,,,,,3.431957388533634,,,,,,,,,
2014-06-21 to 2014-07-04,,,,,3.523081687798401,,,,,,,,,
2014-06-22 to 2014-07-05,,,,,3.523081687798401,,,,,,,,,
2014-06-23 to 2014-07-06,,,,,3.523081687798401,,,,,,,,,
2014-06-24 to 2014-07-07,,,,,6.302635634981778,,,,,,,,,
2014-06-25 to 2014-07-08,,,,,5.522378993984424,,,,,,,,,
2014-06-26 to 2014-07-09,,,,,4.93951405881131,,,,,,,,,
2014-06-27 to 2014-07-10,,,,,3.3267895305390454,,,,,,,,,
2014-06-28 to 2014-07-11,,,,,2.4642683769906086,,,,,,,,,
2014-06-29 to 2014-07-12,,,,,2.4642683769906086,,,,,,,,,
2014-06-30 to 2014-07-13,,,,,2.4642683769906086,,,,,,,,,
2014-07-01 to 2014-07-14,,,,,3.1330051961795093,,,,,,,,,
2014-07-02 to 2014-07-15,,,,,1.9683591942178515,,,,,,,,,
2014-07-03 to 2014-07-16,,,,,0.79760483424593,,,,,,,,,
2014-07-04 to 2014-07-17,,,,,-3.0009516970496497,,,,,,,,,
2014-07-05 to 2014-07-18,,,,,-1.604672198766191,,,,,,,,,
2014-07-06 to 2014-07-19,,,,,-1.604672198766191,,,,,,,,,
2014-07-07 to 2014-07-20,,,,,-1.604672198766191,,,,,,,,,
2014-07-08 to 2014-07-21,,,,,-1.4787721528466347,,,,,,,,,
2014-07-09 to 2014-07-22,,,,,-0.7023711813718775,,,,,,,,,
2014-07-10 to 2014-07-23,,,,,2.262252085311111,,,,,,,,,
2014-07-11 to 2014-07-24,,,,,1.900850309314265,,,,,,,,,
2014-07-12 to 2014-07-25,,,,,1.264924759101132,,,,,,,,,
2014-07-13 to 2014-07-26,,,,,1.264924759101132,,,,,,,,,
2014-07-14 to 2014-07-27,,,,,1.264924759101132,,,,,,,,,
2014-07-15 to 2014-07-28,,,,,3.881663503545617,,,,,,,,,
2014-07-16 to 2014-07-29,,,,,3.7982738600871646,,,,,,,,,
2014-07-17 to 2014-07-30,,,,,5.435622455025048,,,,,,,,,
2014-07-18 to 2014-07-31,,,,,1.2389897790312445,,,,,,,,,
2014-07-19 to 2014-08-01,,,,,2.3312789162817267,,,,,,,,,
2014-07-20 to 2014-08-02,,,,,2.3312789162817267,,,,,,,,,
2014-07-21 to 2014-08-03,,,,,2.3312789162817267,,,,,,,,,
2014-07-22 to 2014-08-04,,,,,0.9185093905785149,,,,,,,,,
2014-07-23 to 2014-08-05,,,,,-2.1298797629247774,,,,,,,,,
2014-07-24 to 2014-08-06,,,,,-2.133348322739529,,,,,,,,,
2014-07-25 to 2014-08-07,,,,,-2.7849449428430453,,,,,,,,,
2014-07-26 to 2014-08-08,,,,,-3.846460257987536,,,,,,,,,
2014-07-27 to 2014-08-09,,,,,-3.846460257987536,,,,,,,,,
2014-07-28 to 2014-08-10,,,,,-3.846460257987536,,,,,,,,,
2014-07-29 to 2014-08-11,,,,,-1.9440439307181256,,,,,,,,,
2014-07-30 to 2014-08-12,,,,,-1.7347294376012772,,,,,,,,,
2014-07-31 to 2014-08-13,,,,,2.2214377448517246,,,,,,,,,
2014-08-01 to 2014-08-14,,,,,1.9296594134892795,,,,,,,,,
2014-08-02 to 2014-08-15,,,,,3.0100731751875727,,,,,,,,,
2014-08-03 to 2014-08-16,,,,,3.0100731751875727,,,,,,,,,
2014-08-04 to 2014-08-17,,,,,3.0100731751875727,,,,,,,,,
2014-08-05 to 2014-08-18,,,,,4.765808755732653,,,,,,,,,
2014-08-06 to 2014-08-19,,,,,6.392180789793499,,,,,,,,,
2014-08-07 to 2014-08-20,,,,,6.445787487974853,,,,,,,,,
2014-08-08 to 2014-08-21,,,,,6.164249021789433,,,,,,,,,
2014-08-09 to 2014-08-22,,,,,5.552688027825998,,,,,,,,,
2014-08-10 to 2014-08-23,,,,,5.552688027825998,,,,,,,,,
2014-08-11 to 2014-08-24,,,,,5.552688027825998,,,,,,,,,
2014-08-12 to 2014-08-25,,,,,5.803885204924438,,,,,,,,,
2014-08-13 to 2014-08-26,,,,,3.753607155392042,,,,,,,,,
2014-08-14 to 2014-08-27,,,,,4.748725382982116,,,,,,,,,
2014-08-15 to 2014-08-28,,,,,4.358055452658359,,,,,,,,,
2014-08-16 to 2014-08-29,,,,,3.3682979064850684,,,,,,,,,
2014-08-17 to 2014-08-30,,,,,3.3682979064850684,,,,,,,,,
2014-08-18 to 2014-08-31,,,,,3.3682979064850684,,,,,,,,,
2014-08-19 to 2014-09-01,,,,,1.9596471507749496,,,,,,,,,
2014-08-20 to 2014-09-02,,,,,2.714549645638174,,,,,,,,,
2014-08-21 to 2014-09-03,,,,,-1.630542091606598,,,,,,,,,
2014-08-22 to 2014-09-04,,,,,-3.1583393085721467,,,,,,,,,
2014-08-23 to 2014-09-05,,,,,-2.531022051339204,,,,,,,,,
2014-08-24 to 2014-09-06,,,,,-2.531022051339204,,,,,,,,,
2014-08-25 to 2014-09-07,,,,,-2.531022051339204,,,,,,,,,
2014-08-26 to 2014-09-08,,,,,-2.507680225675778,,,,,,,,,
2014-08-27 to 2014-09-09,,,,,-4.0536680498453945,,,,,,,,,
2014-08-28 to 2014-09-10,,,,,-1.2225376496757219,,,,,,,,,
2014-08-29 to 2014-09-11,,,,,-1.0438948087950797,,,,,,,,,
2014-08-30 to 2014-09-12,,,,,-1.5876329204416002,,,,,,,,,
2014-08-31 to 2014-09-13,,,,,-1.5876329204416002,,,,,,,,,
2014-09-01 to 2014-09-14,,,,,-1.5876329204416002,,,,,,,,,
2014-09-02 to 2014-09-15,,,,,-1.616660939233327,,,,,,,,,
2014-09-03 to 2014-09-16,,,,,1.9405693341474086,,,,,,,,,
2014-09-04 to 2014-09-17,,,,,3.5262941858745656,,,,,,,,,
2014-09-05 to 2014-09-18,,,,,2.849353669817412,,,,,,,,,
2014-09-06 to 2014-09-19,,,,,2.643327728149574,,,,,,,,,
2014-09-07 to 2014-09-20,,,,,2.643327728149574,,,,,,,,,
2014-09-08 to 2014-09-21,,,,,2.643327728149574,,,,,,,,,
2014-09-09 to 2014-09-22,,,,,3.1329489059894313,,,,,,,,,
2014-09-10 to 2014-09-23,,,,,1.6237789811608787,,,,,,,,,
2014-09-11 to 2014-09-24,,,,,0.31544753623388994,,,,,,,,,
2014-09-12 to 2014-09-25,,,,,-3.7281047983839084,,,,,,,,,
2014-09-13 to 2014-09-26,,,,,-0.8658875366201623,,,,,,,,,
2014-09-14 to 2014-09-27,,,,,-0.8658875366201623,,,,,,,,,
2014-09-15 to 2014-09-28,,,,,-0.8658875366201623,,,,,,,,,
2014-09-16 to 2014-09-29,,,,,-0.7436045981678416,,,,,,,,,
2014-09-17 to 2014-09-30,,,,,-0.8170920398624153,,,,,,,,,
2014-09-18 to 2014-10-01,,,,,-2.564111836163257,,,,,,,,,
2014-09-19 to 2014-10-02,,,,,-1.0498981413628479,,,,,,,,,
2014-09-20 to 2014-10-03,,,,,-1.424863981939983,,,,,,,,,
2014-09-21 to 2014-10-04,,,,,-1.424863981939983,,,,,,,,,
2014-09-22 to 2014-10-05,,,,,-1.424863981939983,,,,,,,,,
2014-09-23 to 2014-10-06,,,,,-2.9422927911462256,,,,,,,,,
2014-09-24 to 2014-10-07,,,,,-2.9483766349852667,,,,,,,,,
2014-09-25 to 2014-10-08,,,,,2.993778966351736,,,,,,,,,
2014-09-26 to 2014-10-09,,,,,0.2679579991257252,,,,,,,,,
2014-09-27 to 2014-10-10,,,,,0.6193250272125073,,,,,,,,,
2014-09-28 to 2014-10-11,,,,,0.6193250272125073,,,,,,,,,
2014-09-29 to 2014-10-12,,,,,0.6193250272125073,,,,,,,,,
2014-09-30 to 2014-10-13,,,,,-0.9330100754008898,,,,,,,,,
2014-10-01 to 2014-10-14,,,,,-0.4335533883112598,,,,,,,,,
2014-10-02 to 2014-10-15,,,,,-2.3623663816478855,,,,,,,,,
2014-10-03 to 2014-10-16,,,,,-3.3728598741165605,,,,,,,,,
2014-10-04 to 2014-10-17,,,,,-1.9574574123004878,,,,,,,,,
2014-10-05 to 2014-10-18,,,,,-1.9574574123004878,,,,,,,,,
2014-10-06 to 2014-10-19,,,,,-1.9574574123004878,,,,,,,,,
2014-10-07 to 2014-10-20,,,,,1.0227707527855567,,,,,,,,,
2014-10-08 to 2014-10-21,,,,,1.6567567657079296,,,,,,,,,
2014-10-09 to 2014-10-22,,,,,1.9501252955926103,,,,,,,,,
2014-10-10 to 2014-10-23,,,,,4.0702804862918125,,,,,,,,,
2014-10-11 to 2014-10-24,,,,,5.420327133702724,,,,,,,,,
2014-10-12 to 2014-10-25,,,,,5.420327133702724,,,,,,,,,
2014-10-13 to 2014-10-26,,,,,5.420327133702724,,,,,,,,,
2014-10-14 to 2014-10-27,,,,,6.440487672018498,,,,,,,,,
2014-10-15 to 2014-10-28,,,,,9.43201085411189,,,,,,,,,
2014-10-16 to 2014-10-29,,,,,11.510521132302822,,,,,,,,,
2014-10-17 to 2014-10-30,,,,,9.532104709347442,,,,,,,,,
2014-10-18 to 2014-10-31,,,,,8.259838467176621,,,,,,,,,
