,0,1,2,3,4,5,6,7,8,9
2010-02-04 to 2010-02-17,5.814173221588135,5.917409896850586,5.876842498779297,5.93950891494751,5.907116413116455,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,
2010-02-05 to 2010-02-18,5.917409896850586,5.876842498779297,5.93950891494751,5.907116413116455,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,
2010-02-06 to 2010-02-19,5.876842498779297,5.93950891494751,5.907116413116455,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,
2010-02-07 to 2010-02-20,5.876842498779297,5.93950891494751,5.907116413116455,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,
2010-02-08 to 2010-02-21,5.876842498779297,5.93950891494751,5.907116413116455,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,
2010-02-09 to 2010-02-22,5.93950891494751,5.907116413116455,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,
2010-02-10 to 2010-02-23,5.907116413116455,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,
2010-02-11 to 2010-02-24,6.014590263366699,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,
2010-02-12 to 2010-02-25,6.0663604736328125,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,
2010-02-13 to 2010-02-26,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,
2010-02-14 to 2010-02-27,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,
2010-02-15 to 2010-02-28,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,
2010-02-16 to 2010-03-01,6.1577887535095215,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076
2010-02-17 to 2010-03-02,6.132055759429932,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665
2010-02-18 to 2010-03-03,6.143558025360107,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891
2010-02-19 to 2010-03-04,6.105415344238281,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541
2010-02-20 to 2010-03-05,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613
2010-02-21 to 2010-03-06,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613
2010-02-22 to 2010-03-07,6.067571640014648,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613
2010-02-23 to 2010-03-08,5.965850353240967,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958
2010-02-24 to 2010-03-09,6.074837684631348,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408
2010-02-25 to 2010-03-10,6.11540412902832,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621
2010-02-26 to 2010-03-11,6.194722652435303,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648
2010-02-27 to 2010-03-12,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555
2010-02-28 to 2010-03-13,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555
2010-03-01 to 2010-03-14,6.327022075653076,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555
2010-03-02 to 2010-03-15,6.32278299331665,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465
2010-03-03 to 2010-03-16,6.337314605712891,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167
2010-03-04 to 2010-03-17,6.379091739654541,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145
2010-03-05 to 2010-03-18,6.628552436828613,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479
2010-03-06 to 2010-03-19,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857
2010-03-07 to 2010-03-20,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857
2010-03-08 to 2010-03-21,6.63248872756958,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857
2010-03-09 to 2010-03-22,6.751770496368408,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249
2010-03-10 to 2010-03-23,6.806868553161621,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833
2010-03-11 to 2010-03-24,6.826848983764648,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264
2010-03-12 to 2010-03-25,6.860151290893555,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166
2010-03-13 to 2010-03-26,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115
2010-03-14 to 2010-03-27,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115
2010-03-15 to 2010-03-28,6.7765936851501465,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115
2010-03-16 to 2010-03-29,6.79506254196167,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145
2010-03-17 to 2010-03-30,6.7850728034973145,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695
2010-03-18 to 2010-03-31,6.8011155128479,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338
2010-03-19 to 2010-04-01,6.728457927703857,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068
2010-03-20 to 2010-04-02,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,
2010-03-21 to 2010-04-03,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,
2010-03-22 to 2010-04-04,6.80414342880249,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,
2010-03-23 to 2010-04-05,6.91343355178833,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,
2010-03-24 to 2010-04-06,6.944011211395264,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,
2010-03-25 to 2010-04-07,6.861666202545166,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,
2010-03-26 to 2010-04-08,6.990331172943115,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,
2010-03-27 to 2010-04-09,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,
2010-03-28 to 2010-04-10,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,
2010-03-29 to 2010-04-11,7.0354390144348145,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,
2010-03-30 to 2010-04-12,7.1401872634887695,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,
2010-03-31 to 2010-04-13,7.114454746246338,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,
2010-04-01 to 2010-04-14,7.143823146820068,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,
2010-04-02 to 2010-04-15,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,
2010-04-03 to 2010-04-16,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195
2010-04-04 to 2010-04-17,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195
2010-04-05 to 2010-04-18,7.220113277435303,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195
2010-04-06 to 2010-04-19,7.251900672912598,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082
2010-04-07 to 2010-04-20,7.283994197845459,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949
2010-04-08 to 2010-04-21,7.264312744140625,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922
2010-04-09 to 2010-04-22,7.320017337799072,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504
2010-04-10 to 2010-04-23,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027
2010-04-11 to 2010-04-24,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027
2010-04-12 to 2010-04-25,7.335156440734863,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027
2010-04-13 to 2010-04-26,7.339392185211182,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988
2010-04-14 to 2010-04-27,7.438087463378906,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293
2010-04-15 to 2010-04-28,7.5358734130859375,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168
2010-04-16 to 2010-04-29,7.4898576736450195,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414
2010-04-17 to 2010-04-30,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043
2010-04-18 to 2010-05-01,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043
2010-04-19 to 2010-05-02,7.479863166809082,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043
2010-04-20 to 2010-05-03,7.404788017272949,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629
2010-04-21 to 2010-05-04,7.847698211669922,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605
2010-04-22 to 2010-05-05,8.067185401916504,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574
2010-04-23 to 2010-05-06,8.199179649353027,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977
2010-04-24 to 2010-05-07,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285
2010-04-25 to 2010-05-08,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285
2010-04-26 to 2010-05-09,8.158917427062988,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285
2010-04-27 to 2010-05-10,7.933070182800293,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783
2010-04-28 to 2010-05-11,7.91975212097168,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793
2010-04-29 to 2010-05-12,8.132883071899414,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797
2010-04-30 to 2010-05-13,7.90431022644043,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624
2010-05-01 to 2010-05-14,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613
2010-05-02 to 2010-05-15,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613
2010-05-03 to 2010-05-16,8.063553810119629,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613
2010-05-04 to 2010-05-17,7.8313517570495605,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023
2010-05-05 to 2010-05-18,7.749911308288574,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449
2010-05-06 to 2010-05-19,7.455041885375977,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424
2010-05-07 to 2010-05-20,7.1404900550842285,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588
2010-05-08 to 2010-05-21,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607
2010-05-09 to 2010-05-22,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607
2010-05-10 to 2010-05-23,7.689362049102783,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607
2010-05-11 to 2010-05-24,7.765955924987793,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328
2010-05-12 to 2010-05-25,7.934581756591797,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125
2010-05-13 to 2010-05-26,7.82166051864624,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602
2010-05-14 to 2010-05-27,7.684216499328613,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623
2010-05-15 to 2010-05-28,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158
2010-05-16 to 2010-05-29,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158
2010-05-17 to 2010-05-30,7.696325302124023,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158
2010-05-18 to 2010-05-31,7.640017509460449,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,
2010-05-19 to 2010-06-01,7.518314838409424,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,
2010-05-20 to 2010-06-02,7.198011875152588,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,
2010-05-21 to 2010-06-03,7.336062908172607,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,7.965766906738281,
2010-05-22 to 2010-06-04,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,7.965766906738281,7.74900484085083,
2010-05-23 to 2010-06-05,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,7.965766906738281,7.74900484085083,
2010-05-24 to 2010-06-06,7.470478057861328,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,7.965766906738281,7.74900484085083,
2010-05-25 to 2010-06-07,7.423858642578125,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,7.965766906738281,7.74900484085083,7.597026824951172,
2010-05-26 to 2010-06-08,7.390253067016602,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,7.965766906738281,7.74900484085083,7.597026824951172,7.548285961151123,
2010-05-27 to 2010-06-09,7.669990062713623,7.776855945587158,7.896440029144287,7.990896701812744,7.965766906738281,7.74900484085083,7.597026824951172,7.548285961151123,7.362704277038574,
