,0,1,2,3,4,5,6,7,8,9
2012-05-02 to 2012-05-15,17.740116119384766,17.614181518554688,17.112537384033203,17.2405948638916,17.20124053955078,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047
2012-05-03 to 2012-05-16,17.614181518554688,17.112537384033203,17.2405948638916,17.20124053955078,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828
2012-05-04 to 2012-05-17,17.112537384033203,17.2405948638916,17.20124053955078,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688
2012-05-05 to 2012-05-18,17.2405948638916,17.20124053955078,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203
2012-05-06 to 2012-05-19,17.2405948638916,17.20124053955078,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203
2012-05-07 to 2012-05-20,17.2405948638916,17.20124053955078,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203
2012-05-08 to 2012-05-21,17.20124053955078,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156
2012-05-09 to 2012-05-22,17.231510162353516,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922
2012-05-10 to 2012-05-23,17.272077560424805,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008
2012-05-11 to 2012-05-24,17.156736373901367,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422
2012-05-12 to 2012-05-25,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406
2012-05-13 to 2012-05-26,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406
2012-05-14 to 2012-05-27,16.899709701538086,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406
2012-05-15 to 2012-05-28,16.74681854248047,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,
2012-05-16 to 2012-05-29,16.53217315673828,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,
2012-05-17 to 2012-05-30,16.048995971679688,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,
2012-05-18 to 2012-05-31,16.056873321533203,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,
2012-05-19 to 2012-06-01,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,
2012-05-20 to 2012-06-02,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,
2012-05-21 to 2012-06-03,16.992347717285156,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,
2012-05-22 to 2012-06-04,16.861858367919922,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,
2012-05-23 to 2012-06-05,17.273286819458008,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,
2012-05-24 to 2012-06-06,17.114665985107422,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,
2012-05-25 to 2012-06-07,17.022926330566406,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,
2012-05-26 to 2012-06-08,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,
2012-05-27 to 2012-06-09,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,
2012-05-28 to 2012-06-10,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,
2012-05-29 to 2012-06-11,17.325061798095703,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797
2012-05-30 to 2012-06-12,17.53395652770996,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445
2012-05-31 to 2012-06-13,17.490354537963867,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078
2012-06-01 to 2012-06-14,16.98356819152832,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688
2012-06-02 to 2012-06-15,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328
2012-06-03 to 2012-06-16,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328
2012-06-04 to 2012-06-17,17.08346939086914,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328
2012-06-05 to 2012-06-18,17.039270401000977,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484
2012-06-06 to 2012-06-19,17.300539016723633,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344
2012-06-07 to 2012-06-20,17.308414459228516,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828
2012-06-08 to 2012-06-21,17.568767547607422,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062
2012-06-09 to 2012-06-22,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754
2012-06-10 to 2012-06-23,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754
2012-06-11 to 2012-06-24,17.291759490966797,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754
2012-06-12 to 2012-06-25,17.442827224731445,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297
2012-06-13 to 2012-06-26,17.321735382080078,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332
2012-06-14 to 2012-06-27,17.302658081054688,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734
2012-06-15 to 2012-06-28,17.381366729736328,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129
2012-06-16 to 2012-06-29,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734
2012-06-17 to 2012-06-30,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734
2012-06-18 to 2012-07-01,17.734066009521484,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734
2012-06-19 to 2012-07-02,17.783409118652344,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625
2012-06-20 to 2012-07-03,17.73285675048828,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414
2012-06-21 to 2012-07-04,17.488540649414062,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,
2012-06-22 to 2012-07-05,17.62265968322754,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,
2012-06-23 to 2012-07-06,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,
2012-06-24 to 2012-07-07,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,
2012-06-25 to 2012-07-08,17.27965545654297,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,
2012-06-26 to 2012-07-09,17.31779670715332,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,
2012-06-27 to 2012-07-10,17.392574310302734,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,
2012-06-28 to 2012-07-11,17.22757911682129,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,
2012-06-29 to 2012-07-12,17.680171966552734,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,
2012-06-30 to 2012-07-13,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,
2012-07-01 to 2012-07-14,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,
2012-07-02 to 2012-07-15,17.9381103515625,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,
2012-07-03 to 2012-07-16,18.14670181274414,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,
2012-07-04 to 2012-07-17,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,
2012-07-05 to 2012-07-18,18.465492248535156,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477
2012-07-06 to 2012-07-19,18.342578887939453,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828
2012-07-07 to 2012-07-20,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516
2012-07-08 to 2012-07-21,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516
2012-07-09 to 2012-07-22,18.585081100463867,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516
2012-07-10 to 2012-07-23,18.41311264038086,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125
2012-07-11 to 2012-07-24,18.29867935180664,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539
2012-07-12 to 2012-07-25,18.131263732910156,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215
2012-07-13 to 2012-07-26,18.315031051635742,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227
2012-07-14 to 2012-07-27,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977
2012-07-15 to 2012-07-28,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977
2012-07-16 to 2012-07-29,18.373762130737305,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977
2012-07-17 to 2012-07-30,18.37466812133789,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965
2012-07-18 to 2012-07-31,18.354089736938477,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121
2012-07-19 to 2012-08-01,18.59809112548828,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133
2012-07-20 to 2012-08-02,18.294742584228516,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695
2012-07-21 to 2012-08-03,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938
2012-07-22 to 2012-08-04,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938
2012-07-23 to 2012-08-05,18.280517578125,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938
2012-07-24 to 2012-08-06,18.19241714477539,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121
2012-07-25 to 2012-08-07,17.40680503845215,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291
2012-07-26 to 2012-08-08,17.404077529907227,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465
2012-07-27 to 2012-08-09,17.715295791625977,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629
2012-07-28 to 2012-08-10,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957
2012-07-29 to 2012-08-11,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957
2012-07-30 to 2012-08-12,18.01410484313965,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957
2012-07-31 to 2012-08-13,18.49031639099121,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195
2012-08-01 to 2012-08-14,18.370729446411133,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164
2012-08-02 to 2012-08-15,18.400407791137695,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457
2012-08-03 to 2012-08-16,18.639877319335938,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039
2012-08-04 to 2012-08-17,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406
2012-08-05 to 2012-08-18,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406
2012-08-06 to 2012-08-19,18.84724998474121,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406
2012-08-07 to 2012-08-20,18.7976016998291,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633
2012-08-08 to 2012-08-21,18.76581382751465,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367
2012-08-09 to 2012-08-22,18.87284278869629,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414
2012-08-10 to 2012-08-23,18.90233039855957,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082
2012-08-11 to 2012-08-24,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055
2012-08-12 to 2012-08-25,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055
2012-08-13 to 2012-08-26,19.154680252075195,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055
2012-08-14 to 2012-08-27,19.206064224243164,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273
2012-08-15 to 2012-08-28,19.17991828918457,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547
2012-08-16 to 2012-08-29,19.34744644165039,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023
2012-08-17 to 2012-08-30,19.705299377441406,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727
2012-08-18 to 2012-08-31,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172
2012-08-19 to 2012-09-01,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172
2012-08-20 to 2012-09-02,20.223390579223633,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172
2012-08-21 to 2012-09-03,19.947019577026367,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,
2012-08-22 to 2012-09-04,20.336496353149414,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,
2012-08-23 to 2012-09-05,20.14677619934082,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,
2012-08-24 to 2012-09-06,20.164716720581055,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,
2012-08-25 to 2012-09-07,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,
2012-08-26 to 2012-09-08,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,
2012-08-27 to 2012-09-09,20.543554306030273,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,
2012-08-28 to 2012-09-10,20.516796112060547,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,
2012-08-29 to 2012-09-11,20.476354598999023,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,
2012-08-30 to 2012-09-12,20.184473037719727,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,
2012-08-31 to 2012-09-13,20.22612762451172,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,
2012-09-01 to 2012-09-14,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,
2012-09-02 to 2012-09-15,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,
2012-09-03 to 2012-09-16,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,
2012-09-04 to 2012-09-17,20.52196502685547,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422
2012-09-05 to 2012-09-18,20.37784767150879,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836
2012-09-06 to 2012-09-19,20.56148910522461,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625
2012-09-07 to 2012-09-20,20.688278198242188,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922
2012-09-08 to 2012-09-21,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414
2012-09-09 to 2012-09-22,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414
2012-09-10 to 2012-09-23,20.15011978149414,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414
2012-09-11 to 2012-09-24,20.08475112915039,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125
2012-09-12 to 2012-09-25,20.364465713500977,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875
2012-09-13 to 2012-09-26,20.7655029296875,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914
2012-09-14 to 2012-09-27,21.017852783203125,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016
2012-09-15 to 2012-09-28,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242
2012-09-16 to 2012-09-29,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242
2012-09-17 to 2012-09-30,21.276287078857422,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242
2012-09-18 to 2012-10-01,21.341054916381836,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332
2012-09-19 to 2012-10-02,21.346832275390625,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914
2012-09-20 to 2012-10-03,21.243450164794922,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914,20.41493797302246
2012-09-21 to 2012-10-04,21.285715103149414,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914,20.41493797302246,20.2735595703125
2012-09-22 to 2012-10-05,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914,20.41493797302246,20.2735595703125,19.841514587402344
2012-09-23 to 2012-10-06,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914,20.41493797302246,20.2735595703125,19.841514587402344
2012-09-24 to 2012-10-07,21.002960205078125,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914,20.41493797302246,20.2735595703125,19.841514587402344
2012-09-25 to 2012-10-08,20.478485107421875,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914,20.41493797302246,20.2735595703125,19.841514587402344,19.403093338012695
2012-09-26 to 2012-10-09,20.224313735961914,20.715030670166016,20.282682418823242,20.04826545715332,20.106637954711914,20.41493797302246,20.2735595703125,19.841514587402344,19.403093338012695,19.33254623413086
